companyName	projectTitle	projectDescription	emissionsOffset	creditsIssued	financialInfo	projectDocumentation
Thoughtsphere	Resection of Nasopharynx, Percutaneous Endoscopic Approach	Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	969809	0	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	sphinn.com
Meemm	Removal of Synthetic Substitute from L Ulna, Open Approach	Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.	57701	0	Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.	google.pl
Realfire	Supplement L Acromioclav Jt w Synth Sub, Perc Endo	Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.	195674	0	Phasellus in felis. Donec semper sapien a libero. Nam dui.	fastcompany.com
Ailane	Release Left Sternoclavicular Joint, Open Approach	Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.	630361	0	Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.	clickbank.net
Browsedrive	Removal of Infusion Device from Chest Wall, Extern Approach	Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.	395296	0	Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.	cbc.ca
Agivu	MRI of Nasophar/Orophar using Oth Contrast	Fusce consequat. Nulla nisl. Nunc nisl.	429692	0	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	weibo.com
Devbug	Fusion R Toe Phalanx Jt w Autol Sub, Perc Endo	Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.	23081	0	Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.	marketwatch.com
Browsedrive	Release Accessory Pancreatic Duct, Perc Endo Approach	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	846122	0	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	tumblr.com
Ainyx	Bypass R Subclav Art to Low Arm Vein w Synth Sub, Open	Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.	345476	0	Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.	cargocollective.com
Flashspan	Fusion of 2-4 L Jt, Post Appr P Col, Open Approach	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	356741	0	Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.	bravesites.com
Eayo	Drain of L Foot Bursa/Lig with Drain Dev, Perc Endo Approach	In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.	561637	0	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	forbes.com
Avaveo	Introduce of Oth Therap Subst into Periph Art, Open Approach	Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.	890974	0	Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.	tripadvisor.com
Topicblab	Extirpation of Matter from Hemiazygos Vein, Perc Approach	Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.	456453	0	In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.	xrea.com
Zoomdog	Restrict of Ductus Arterio with Extralum Dev, Open Approach	Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	141218	0	Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.	pen.io
Zooxo	Insertion of Radioactive Element into Cervix, Endo	Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.	666186	0	Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.	de.vu
Pixope	Removal of Ext Fix from Skull, Perc Endo Approach	Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.	735251	0	Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	loc.gov
Thoughtmix	Revision of Other Device in Head, Percutaneous Approach	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.	774781	0	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	cocolog-nifty.com
Oyope	Release Left Temporomandibular Joint, Percutaneous Approach	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	588021	0	Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.	imgur.com
Gabvine	Introduction of Anti-inflam into Periph Art, Open Approach	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	84574	0	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	yellowpages.com
Youtags	Bypass L Com Carotid to L Extracran Art w Autol Art, Open	Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.	650273	0	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.	tripod.com
Mydo	Repair Ileum, Via Natural or Artificial Opening Endoscopic	Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.	512274	0	Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.	ucoz.com
Devify	Dilation of Lower Artery with 2 Intralum Dev, Perc Approach	Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.	847204	0	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	google.nl
Realblab	Bypass Abd Aorta to Mesent Art w Autol Art, Perc Endo	Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.	624835	0	Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	weibo.com
Photobug	Drainage of Facial Nerve, Perc Endo Approach, Diagn	Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.	852803	0	Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.	xrea.com
Fiveclub	Repair Head and Neck Tendon, Percutaneous Approach	Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.	32111	0	Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.	tamu.edu
Eabox	Fusion of R Metacarpophal Jt with Nonaut Sub, Perc Approach	Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	168185	0	Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.	comcast.net
Topiclounge	Reposition Right Femoral Shaft, Perc Endo Approach	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	196731	0	Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.	microsoft.com
Skyvu	Release Parathyroid Gland, Percutaneous Approach	Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	331684	0	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	biglobe.ne.jp
Babblestorm	Occlusion of Left Subclavian Artery, Perc Endo Approach	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	697494	0	Phasellus in felis. Donec semper sapien a libero. Nam dui.	howstuffworks.com
Yombu	Supplement Left Hip Tendon with Nonaut Sub, Open Approach	Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.	396156	0	Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.	sogou.com
Dabvine	Insert Radioact Elem in L Inguinal Region, Perc	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	981310	0	Phasellus in felis. Donec semper sapien a libero. Nam dui.	home.pl
Browseblab	Supplement L Up Arm Tendon with Synth Sub, Open Approach	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	709144	0	Fusce consequat. Nulla nisl. Nunc nisl.	cornell.edu
Demizz	Introduction of Oth Diagn Subst into Eye, Perc Approach	Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.	812977	0	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	sitemeter.com
Tekfly	Reposition Left Cephalic Vein, Perc Endo Approach	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	22630	0	Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	google.co.jp
Gabspot	Release Right Upper Arm Tendon, External Approach	Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.	360638	0	Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.	etsy.com
Blogtag	Occlusion of Rectum with Extraluminal Device, Perc Approach	Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.	341337	0	Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.	pbs.org
Mydo	Replace R Low Arm Subcu/Fascia w Synth Sub, Perc	Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.	972728	0	Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.	surveymonkey.com
Gabvine	Tomo Nucl Med Imag of Lungs & Bronchi using Krypton	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	39851	0	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	cnet.com
Skiptube	Plain Radiography of Left Internal Carotid Artery	Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.	371281	0	Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.	parallels.com
Kazio	Dilate of Up Art, Bifurc, with 3 Intralum Dev, Open Approach	Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	414562	0	Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.	vimeo.com
Digitube	Upper Arteries, Revision	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	954464	0	Sed ante. Vivamus tortor. Duis mattis egestas metus.	ebay.com
Voolith	Destruction of Pharynx, Open Approach	Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	444986	0	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	scientificamerican.com
Babbleblab	Destruction of Right Testis, Open Approach	Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.	243686	0	In congue. Etiam justo. Etiam pretium iaculis justo.	smugmug.com
Jabbersphere	Release Right Lower Femur, Percutaneous Endoscopic Approach	Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.	357845	0	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	amazon.co.jp
Youfeed	Bypass 4+ Cor Art from Thor Art, Open Approach	Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.	133540	0	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	jimdo.com
Thoughtbeat	Supplement Scrotum with Autol Sub, Perc Endo Approach	Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.	668880	0	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	wiley.com
Rhyloo	Release Vagus Nerve, Open Approach	Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.	385843	0	Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.	state.tx.us
Rhyloo	Revision of Ext Fix in L Metacarpal, Open Approach	Sed ante. Vivamus tortor. Duis mattis egestas metus.	28990	0	Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.	flickr.com
Yombu	Dilate R Subclav Art w Drug-elut Intra, Perc Endo	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.	534477	0	Phasellus in felis. Donec semper sapien a libero. Nam dui.	wikipedia.org
Oyope	Insertion of Oth Dev into Fem Perineum, Perc Endo Approach	Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.	617246	0	In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.	tuttocitta.it
Voomm	Supplement Left Femoral Vein with Synth Sub, Perc Approach	Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.	865219	0	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	w3.org
Jayo	Traction of Left Upper Arm	Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.	555011	0	Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.	illinois.edu
Eimbee	Reattachment of Right Kidney, Open Approach	In congue. Etiam justo. Etiam pretium iaculis justo.	25926	0	Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.	free.fr
Fanoodle	Drainage of Right Sphenoid Sinus, Perc Endo Approach	Sed ante. Vivamus tortor. Duis mattis egestas metus.	281826	0	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	ameblo.jp
Yodoo	Drainage of Left Elbow Joint, Open Approach, Diagnostic	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	136860	0	Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.	woothemes.com
Gigashots	Bypass L Popl Art to Low Ex Vein w Nonaut Sub, Perc Endo	Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.	566737	0	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	ted.com
Buzzbean	Immobilization of Right Finger using Brace	Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.	710138	0	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	unicef.org
Avavee	Division of Face Skin, External Approach	Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.	507415	0	Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.	sohu.com
Shuffledrive	Reposition Left Sacroiliac Joint, Perc Endo Approach	Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.	589740	0	Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.	who.int
Yombu	Supplement Sup Mesent Vein with Autol Sub, Perc Approach	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	906831	0	Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.	domainmarket.com
Skidoo	Dilate L Int Mamm Art w 3 Drug-elut, Perc Endo	Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.	405524	0	Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.	comcast.net
Meetz	Excision of Stomach, Pylorus, Endo	Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.	568072	0	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.	msu.edu
Zoomdog	Reposition R Finger Phalanx with Int Fix, Perc Endo Approach	Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.	776354	0	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.	state.tx.us
Blogspan	Chiropractic Manipulation of Cervical Region, Other Method	Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.	928606	0	Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	ehow.com
Twitterworks	Repair Right Lung, Open Approach	Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.	756941	0	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	wikimedia.org
Dabvine	Fluoroscopy of Left Upper Extremity Arteries	Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.	519495	0	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	nymag.com
Shufflester	Revision of Autol Sub in L Eye, Perc Approach	Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.	196898	0	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	nba.com
Divavu	Drainage of Right Hand Tendon, Perc Endo Approach	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.	113071	0	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	1688.com
Topicshots	Repair Pineal Body, Percutaneous Endoscopic Approach	Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.	954637	0	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	umn.edu
Vimbo	Reposition Right Lacrimal Bone with Int Fix, Open Approach	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	188210	0	Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.	yelp.com
Vimbo	Insertion of Infusion Dev into L Low Extrem, Perc Approach	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	602642	0	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	odnoklassniki.ru
Quire	Revision of Drainage Device in Pleura, Via Opening	Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.	83315	0	Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.	sohu.com
Aibox	Extraction of Left Vocal Cord, Percutaneous Approach	Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.	991788	0	Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.	t.co
Realmix	Destruction of Bilateral Fallopian Tubes, Perc Approach	In congue. Etiam justo. Etiam pretium iaculis justo.	706437	0	Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.	google.it
InnoZ	Removal of Nonaut Sub from L Tibia, Perc Endo Approach	Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.	874818	0	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	cbc.ca
Nlounge	Fusion of L Finger Phalanx Jt with Autol Sub, Perc Approach	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	755763	0	Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.	reuters.com
Trudeo	Removal of Drainage Device from R Carpal Jt, Open Approach	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.	591525	0	Sed ante. Vivamus tortor. Duis mattis egestas metus.	pcworld.com
BlogXS	Tomo Nucl Med Imag of Chest & Neck using Fluorine 18	Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.	240665	0	Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	e-recht24.de
Babbleset	Revision of Synth Sub in Spinal Cord, Perc Endo Approach	Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.	725733	0	In congue. Etiam justo. Etiam pretium iaculis justo.	github.io
Voonder	Drainage of Male Perineum, Open Approach, Diagnostic	Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.	680787	0	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	fema.gov
Linklinks	Destruction of Hepatic Artery, Open Approach	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	766051	0	Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.	ow.ly
Brainsphere	Drainage of Left Carotid Body, Percutaneous Approach, Diagn	In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.	766324	0	Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	omniture.com
Eire	Dilation of L Axilla Art with Drug-elut Intra, Perc Approach	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.	800073	0	Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.	hp.com
Flashpoint	Reposition Right Brachial Artery, Open Approach	Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.	505440	0	Sed ante. Vivamus tortor. Duis mattis egestas metus.	lulu.com
Mybuzz	Fluoroscopy of Right Subclavian Vein using H Osm Contrast	Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.	823056	0	Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.	soundcloud.com
Aivee	Supplement Large Intestine with Autol Sub, Endo	Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.	579155	0	Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	digg.com
Centimia	Insertion of Radioactive Element into Tongue, Perc Approach	Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.	605955	0	Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.	yahoo.com
